Product ID;Obraz;Nazwa;Indeks;Kategoria;Cena (netto);Cena (brutto);Ilość;Wyświetlany;Pozycja
1030;https://localhost:8080/84/country-lux-5491.jpg;Country Lux 5491;33130;Włóczki super grube;10.78;14;10;0;
1031;https://localhost:8080/86/country-new-01.jpg;Country New 01;3618;Włóczki super grube;10.78;14;10;0;
1032;https://localhost:8080/88/country-new-488.jpg;Country New 488;19503;Włóczki super grube;10.78;14;10;0;
1033;https://localhost:8080/90/country-new-5170.jpg;Country New 5170;17332;Włóczki super grube;10.78;14;10;0;
1034;https://localhost:8080/92/country-new-5291.jpg;Country New 5291;18476;Włóczki super grube;10.78;14;10;0;
1035;https://localhost:8080/94/country-new-5453.jpg;Country New 5453;18209;Włóczki super grube;10.78;14;10;0;
1036;https://localhost:8080/96/baby-supremo-01.jpg;Baby Supremo 01;baby s12;Merynosy;11.165;14.5;10;0;
1037;https://localhost:8080/98/baby-supremo-02.jpg;Baby Supremo 02;baby s11;Merynosy;11.165;14.5;10;0;
1038;https://localhost:8080/100/baby-supremo-04.jpg;Baby Supremo 04;17331;Merynosy;11.165;14.5;10;0;
1039;https://localhost:8080/102/baby-supremo-1.jpg;Baby Supremo 1;18631;Merynosy;11.165;14.5;10;0;
1040;https://localhost:8080/104/baby-supremo-11.jpg;Baby Supremo 11;18642;Merynosy;11.165;14.5;10;0;
1041;https://localhost:8080/106/baby-supremo-117.jpg;Baby Supremo 117;18634;Merynosy;11.165;14.5;10;0;
1042;https://localhost:8080/108/baby-supremo-118.jpg;Baby Supremo 118;baby s5;Merynosy;11.165;14.5;10;0;
1043;https://localhost:8080/110/baby-supremo-119.jpg;Baby Supremo 119;18644;Merynosy;11.165;14.5;10;0;
1044;https://localhost:8080/112/baby-supremo-12.jpg;Baby Supremo 12;baby s2;Merynosy;11.165;14.5;10;0;
1045;https://localhost:8080/114/baby-supremo-129.jpg;Baby Supremo 129;baby s15;Merynosy;11.165;14.5;10;0;
1046;https://localhost:8080/116/baby-supremo-15.jpg;Baby Supremo 15;baby ;Merynosy;11.165;14.5;10;0;
1047;https://localhost:8080/118/baby-supremo-154.jpg;Baby Supremo 154;18651;Merynosy;11.165;14.5;10;0;
1048;https://localhost:8080/120/baby-supremo-156.jpg;Baby Supremo 156;18643;Merynosy;11.165;14.5;10;0;
1049;https://localhost:8080/122/baby-supremo-16.jpg;Baby Supremo 16;baby s6;Merynosy;11.165;14.5;10;0;
1050;https://localhost:8080/124/baby-supremo-163.jpg;Baby Supremo 163;baby s9;Merynosy;11.165;14.5;10;0;
1051;https://localhost:8080/126/baby-supremo-164.jpg;Baby Supremo 164;baby s10;Merynosy;11.165;14.5;10;0;
1052;https://localhost:8080/128/baby-supremo-165.jpg;Baby Supremo 165;18648;Merynosy;11.165;14.5;10;0;
1053;https://localhost:8080/130/baby-supremo-17.jpg;Baby Supremo 17;18639;Merynosy;11.165;14.5;10;0;
1054;https://localhost:8080/132/baby-supremo-18.jpg;Baby Supremo 18;18640;Merynosy;11.165;14.5;10;0;
1055;https://localhost:8080/134/baby-supremo-200.jpg;Baby Supremo 200;baby s18;Merynosy;11.165;14.5;10;0;
1056;https://localhost:8080/136/baby-supremo-21.jpg;Baby Supremo 21;baby s1;Merynosy;11.165;14.5;10;0;
1057;https://localhost:8080/138/bio-balance.jpg;Bio Balance;32589;Bawełna organiczna;20.713;26.9;10;0;
1058;https://localhost:8080/140/bio-balance--001.jpg;Bio Balance  001;22296;Bawełna organiczna;20.713;26.9;10;0;
1059;https://localhost:8080/142/bio-balance--005.jpg;Bio Balance  005;22299;Bawełna organiczna;20.713;26.9;10;0;
1060;https://localhost:8080/144/bio-balance--019.jpg;Bio Balance  019;22300;Bawełna organiczna;20.713;26.9;10;0;
1061;https://localhost:8080/146/bio-balance--027.jpg;Bio Balance  027;22295;Bawełna organiczna;20.713;26.9;10;0;
1062;https://localhost:8080/148/bio-balance--029.jpg;Bio Balance  029;22293;Bawełna organiczna;20.713;26.9;10;0;
1063;https://localhost:8080/150/bio-balance--030.jpg;Bio Balance  030;22289;Bawełna organiczna;20.713;26.9;10;0;
1064;https://localhost:8080/152/bio-balance--04.jpg;Bio Balance  04;32588;Bawełna organiczna;20.713;26.9;10;0;
1065;https://localhost:8080/154/bio-balance--08.jpg;Bio Balance  08;32875;Bawełna organiczna;20.713;26.9;10;0;
1066;https://localhost:8080/156/bio-balance--09.jpg;Bio Balance  09;32874;Bawełna organiczna;20.713;26.9;10;0;
1067;https://localhost:8080/158/bio-balance--12.jpg;Bio Balance  12;32591;Bawełna organiczna;20.713;26.9;10;0;
1068;https://localhost:8080/160/bio-balance--13.jpg;Bio Balance  13;32872;Bawełna organiczna;20.713;26.9;10;0;
1069;https://localhost:8080/162/bio-balance--15.jpg;Bio Balance  15;32871;Bawełna organiczna;20.713;26.9;10;0;
1070;https://localhost:8080/164/bio-balance--16.jpg;Bio Balance  16;32594;Bawełna organiczna;20.713;26.9;10;0;
1071;https://localhost:8080/166/bio-balance--17.jpg;Bio Balance  17;32590;Bawełna organiczna;20.713;26.9;10;0;
1072;https://localhost:8080/168/bio-balance--21.jpg;Bio Balance  21;32873;Bawełna organiczna;20.713;26.9;10;0;
1073;https://localhost:8080/170/bio-balance--22.jpg;Bio Balance  22;32593;Bawełna organiczna;20.713;26.9;10;0;
1074;https://localhost:8080/172/bio-balance--24.jpg;Bio Balance  24;32596;Bawełna organiczna;20.713;26.9;10;0;
1075;https://localhost:8080/174/bio-balance--26.jpg;Bio Balance  26;32595;Bawełna organiczna;20.713;26.9;10;0;
1076;https://localhost:8080/176/bio-balance--29.jpg;Bio Balance  29;22301;Bawełna organiczna;20.713;26.9;10;0;
1077;https://localhost:8080/178/amigurumi---705.jpg;Amigurumi   705;24980;Na maskotki;3.542;4.6;10;0;
1078;https://localhost:8080/180/amigurumi--763.jpg;Amigurumi  763;20504;Na maskotki;3.542;4.6;10;0;
1079;https://localhost:8080/182/big-alabama-1.jpg;Big Alabama 1;15073;Na maskotki;6.93;9;10;0;
1080;https://localhost:8080/184/big-alabama-10.jpg;Big Alabama 10;15077;Na maskotki;6.93;9;10;0;
1081;https://localhost:8080/186/big-alabama-20.jpg;Big Alabama 20;15430;Na maskotki;6.93;9;10;0;
1082;https://localhost:8080/188/big-alabama-3.jpg;Big Alabama 3;17076;Na maskotki;6.93;9;10;0;
1083;https://localhost:8080/190/big-alabama-6.jpg;Big Alabama 6;15074;Na maskotki;7.623;9.9;10;0;
1084;https://localhost:8080/192/big-alabama-7.jpg;Big Alabama 7;15432;Na maskotki;6.93;9;10;0;
1085;https://localhost:8080/194/chenille---218.jpg;Chenille   218;26783;Na maskotki;16.94;22;10;0;
1086;https://localhost:8080/196/chenille--001.jpg;Chenille  001;17804;Na maskotki;16.94;22;10;0;
1087;https://localhost:8080/198/chenille--005.jpg;Chenille  005;18612;Na maskotki;16.94;22;10;0;
1088;https://localhost:8080/200/chenille--012.jpg;Chenille  012;24038;Na maskotki;16.94;22;10;0;
1089;https://localhost:8080/202/chenille--016.jpg;Chenille  016;18613;Na maskotki;16.94;22;10;0;
1090;https://localhost:8080/204/chenille--020.jpg;Chenille  020;18616;Na maskotki;16.94;22;10;0;
1091;https://localhost:8080/206/chenille--040.jpg;Chenille  040;18621;Na maskotki;16.94;22;10;0;
1092;https://localhost:8080/208/chenille--041.jpg;Chenille  041;17799;Na maskotki;16.94;22;10;0;
1093;https://localhost:8080/210/chenille--042.jpg;Chenille  042;17801;Na maskotki;16.94;22;10;0;
1094;https://localhost:8080/212/chenille--043.jpg;Chenille  043;18619;Na maskotki;16.94;22;10;0;
1095;https://localhost:8080/214/chenille--047.jpg;Chenille  047;18623;Na maskotki;16.94;22;10;0;
1096;https://localhost:8080/216/chenille--30.jpg;Chenille  30;26782;Na maskotki;16.94;22;10;0;
1097;https://localhost:8080/218/chenille--38.jpg;Chenille  38;17806;Na maskotki;16.94;22;10;0;
1098;https://localhost:8080/220/bio-shetland---02.jpg;Bio Shetland   02;30266;Wełna organiczna;21.945;28.5;10;0;
1099;https://localhost:8080/222/bio-shetland---07.jpg;Bio Shetland   07;30269;Wełna organiczna;21.945;28.5;10;0;
1100;https://localhost:8080/224/bio-shetland---15.jpg;Bio Shetland   15;31281;Wełna organiczna;21.945;28.5;10;0;
1101;https://localhost:8080/226/bio-shetland---16.jpg;Bio Shetland   16;30256;Wełna organiczna;21.945;28.5;10;0;
1102;https://localhost:8080/228/bio-shetland---17.jpg;Bio Shetland   17;30255;Wełna organiczna;21.945;28.5;10;0;
1103;https://localhost:8080/230/bio-shetland---25.jpg;Bio Shetland   25;30275;Wełna organiczna;21.945;28.5;10;0;
1104;https://localhost:8080/232/bio-shetland---29.jpg;Bio Shetland   29;30271;Wełna organiczna;21.945;28.5;10;0;
1105;https://localhost:8080/234/bio-shetland---31.jpg;Bio Shetland   31;30270;Wełna organiczna;21.945;28.5;10;0;
1106;https://localhost:8080/236/bio-shetland---33.jpg;Bio Shetland   33;30272;Wełna organiczna;21.945;28.5;10;0;
1107;https://localhost:8080/238/bio-shetland---35.jpg;Bio Shetland   35;30264;Wełna organiczna;21.945;28.5;10;0;
1108;https://localhost:8080/240/bio-shetland---39.jpg;Bio Shetland   39;30258;Wełna organiczna;21.945;28.5;10;0;
1109;https://localhost:8080/242/bio-shetland---46.jpg;Bio Shetland   46;30268;Wełna organiczna;21.945;28.5;10;0;
1110;https://localhost:8080/244/bio-shetland---48.jpg;Bio Shetland   48;30267;Wełna organiczna;21.945;28.5;10;0;
1111;https://localhost:8080/246/bio-shetland---49.jpg;Bio Shetland   49;30263;Wełna organiczna;21.945;28.5;10;0;
1112;https://localhost:8080/248/bio-shetland---50.jpg;Bio Shetland   50;30261;Wełna organiczna;21.945;28.5;10;0;
1113;https://localhost:8080/250/bio-shetland---55.jpg;Bio Shetland   55;30259;Wełna organiczna;21.945;28.5;10;0;
1114;https://localhost:8080/252/bio-shetland---63.jpg;Bio Shetland   63;30260;Wełna organiczna;21.945;28.5;10;0;
1115;https://localhost:8080/254/bio-shetland---64.jpg;Bio Shetland   64;30277;Wełna organiczna;21.945;28.5;10;0;
1116;https://localhost:8080/256/bio-shetland---70.jpg;Bio Shetland   70;30265;Wełna organiczna;21.945;28.5;10;0;
1117;https://localhost:8080/258/bio-shetland---72.jpg;Bio Shetland   72;30262;Wełna organiczna;21.945;28.5;10;0;
1118;https://localhost:8080/260/bio-shetland-026.jpg;Bio Shetland 026;20119;Wełna organiczna;21.945;28.5;10;0;
1119;https://localhost:8080/262/damasco--61.jpg;Damasco  61;32299;Len;22.715;29.5;10;0;
1120;https://localhost:8080/264/damasco--65.jpg;Damasco  65;32302;Len;22.715;29.5;10;0;
1121;https://localhost:8080/266/damasco--67.jpg;Damasco  67;32297;Len;22.715;29.5;10;0;
1122;https://localhost:8080/268/damasco--71.jpg;Damasco  71;32298;Len;22.715;29.5;10;0;
1123;https://localhost:8080/270/damasco--73.jpg;Damasco  73;32300;Len;22.715;29.5;10;0;
1124;https://localhost:8080/272/damasco--75.jpg;Damasco  75;12360;Len;22.715;29.5;10;0;
1125;https://localhost:8080/274/fabel--108.jpg;Fabel  108;25168;WŁÓCZKI NA SKARPETKI;9.086;11.8;7;0;
1126;https://localhost:8080/276/eco-cotton-xl--763.jpg;Eco Cotton XL  763;22715;SZNURKI;11.011;14.3;10;0;
1127;https://localhost:8080/278/eco-cotton-xl--764.jpg;Eco Cotton XL  764;22706;SZNURKI;11.011;14.3;10;0;
1128;https://localhost:8080/280/eco-cotton-xl--765.jpg;Eco Cotton XL  765;22701;SZNURKI;11.011;14.3;10;0;
1129;https://localhost:8080/282/eco-cotton-xl--766.jpg;Eco Cotton XL  766;22707;SZNURKI;11.011;14.3;10;0;
1130;https://localhost:8080/284/eco-cotton-xl--769.jpg;Eco Cotton XL  769;22713;SZNURKI;11.011;14.3;10;0;
1131;https://localhost:8080/286/eco-cotton-xl--774.jpg;Eco Cotton XL  774;22703;SZNURKI;11.011;14.3;10;0;
1132;https://localhost:8080/288/eco-cotton-xl--777.jpg;Eco Cotton XL  777;22712;SZNURKI;11.011;14.3;10;0;
1133;https://localhost:8080/290/eco-cotton-xl--778.jpg;Eco Cotton XL  778;22705;SZNURKI;11.011;14.3;10;0;
1134;https://localhost:8080/292/eco-cotton-xl-801.jpg;Eco Cotton XL 801;27385;SZNURKI;11.011;14.3;10;0;
1135;https://localhost:8080/294/macrame-cord-3-mm-786.jpg;Macrame Cord 3 mm 786;25140;SZNURKI;13.244;17.2;10;0;
1136;https://localhost:8080/296/macrame-cord-3-mm-750.jpg;Macrame Cord 3 mm.    750;24144;SZNURKI;13.244;17.2;10;0;
1137;https://localhost:8080/298/macrame-cord-3-mm-752.jpg;Macrame Cord 3 mm.    752;25348;SZNURKI;13.244;17.2;10;0;
1138;https://localhost:8080/300/macrame-cord-3-mm-753.jpg;Macrame Cord 3 mm.    753;24146;SZNURKI;13.244;17.2;10;0;
1139;https://localhost:8080/302/macrame-cord-3-mm-758.jpg;Macrame Cord 3 mm.    758;24143;SZNURKI;13.244;17.2;10;0;
1140;https://localhost:8080/304/macrame-cord-3-mm-763.jpg;Macrame Cord 3 mm.    763;24034;SZNURKI;13.244;17.2;10;0;
1141;https://localhost:8080/306/macrame-rope-3-mm-750-czarny.jpg;Macrame Rope 3 mm.  750 czarny;29459;Macrame Rope 3mm.;14.553;18.9;10;0;
1142;https://localhost:8080/308/macrame-rope-3-mm-755-limonka.jpg;Macrame Rope 3 mm.  755 limonka;25989;Macrame Rope 3mm.;14.553;18.9;10;0;
1143;https://localhost:8080/310/macrame-rope-3-mm-756-popiel.jpg;Macrame Rope 3 mm.  756 popiel;25983;Macrame Rope 3mm.;14.553;18.9;10;0;
1144;https://localhost:8080/312/macrame-rope-3-mm-758-grafit.jpg;Macrame Rope 3 mm.  758 grafit;25974;Macrame Rope 3mm.;14.553;18.9;10;0;
1145;https://localhost:8080/314/macrame-rope-3-mm-761-jeans.jpg;Macrame Rope 3 mm.  761 jeans;25977;Macrame Rope 3mm.;14.553;18.9;10;0;
1146;https://localhost:8080/316/macrame-rope-3-mm-765-lila.jpg;Macrame Rope 3 mm.  765 lila;25968;Macrame Rope 3mm.;14.553;18.9;10;0;
1147;https://localhost:8080/318/macrame-rope-3-mm-772-chabrowy.jpg;Macrame Rope 3 mm.  772 chabrowy;25981;Macrame Rope 3mm.;14.553;18.9;10;0;
1148;https://localhost:8080/320/macrame-rope-3-mm-781-bordo.jpg;Macrame Rope 3 mm.  781 bordo;25982;Macrame Rope 3mm.;14.553;18.9;10;0;
1149;https://localhost:8080/322/macrame-rope-3-mm-784-granat.jpg;Macrame Rope 3 mm.  784 granat;26139;Macrame Rope 3mm.;14.553;18.9;10;0;
1150;https://localhost:8080/324/macrame-rope-3-mm-787-oliwka.jpg;Macrame Rope 3 mm.  787 oliwka;25985;Macrame Rope 3mm.;14.553;18.9;10;0;
1151;https://localhost:8080/326/macrame-rope-3-mm-789-morski.jpg;Macrame Rope 3 mm.  789 morski;29460;Macrame Rope 3mm.;14.553;18.9;10;0;
1152;https://localhost:8080/328/macrame-rope-3-mm-792-wrzos.jpg;Macrame Rope 3 mm.  792 wrzos;25975;Macrame Rope 3mm.;14.553;18.9;10;0;
1153;https://localhost:8080/330/macrame-rope-3-mm-801-avokado-neon.jpg;Macrame Rope 3 mm.  801 avokado neon;25986;Macrame Rope 3mm.;14.553;18.9;10;0;
1154;https://localhost:8080/332/macrame-rope-3-mm-802-zielony-neon.jpg;Macrame Rope 3 mm.  802 zielony neon;27542;Macrame Rope 3mm.;14.553;18.9;10;0;
1155;https://localhost:8080/334/macrame-rope-5-mm-750-czarny.jpg;Macrame Rope 5 mm.  750 czarny;26007;Macrame Rope 5 mm.;21.868;28.4;10;0;
1156;https://localhost:8080/336/macrame-rope-5-mm-755-limonka.jpg;Macrame Rope 5 mm.  755 limonka;25995;Macrame Rope 5 mm.;21.868;28.4;10;0;
1157;https://localhost:8080/338/macrame-rope-5-mm-756-popirl.jpg;Macrame Rope 5 mm.  756 popirl;26003;Macrame Rope 5 mm.;21.868;28.4;10;0;
1158;https://localhost:8080/340/macrame-rope-5-mm-758-grafit.jpg;Macrame Rope 5 mm.  758 grafit;29455;Macrame Rope 5 mm.;21.868;28.4;10;0;
1159;https://localhost:8080/342/macrame-rope-5-mm-761-jeans.jpg;Macrame Rope 5 mm.  761 jeans;26011;Macrame Rope 5 mm.;21.868;28.4;10;0;
1160;https://localhost:8080/344/macrame-rope-5-mm-765.jpg;Macrame Rope 5 mm.  765;26012;Macrame Rope 5 mm.;21.868;28.4;10;0;
1161;https://localhost:8080/346/macrame-rope-5-mm-772-chabrowy.jpg;Macrame Rope 5 mm.  772 chabrowy;26008;Macrame Rope 5 mm.;21.868;28.4;10;0;
1162;https://localhost:8080/348/macrame-rope-5-mm-773-czerwony.jpg;Macrame Rope 5 mm.  773 czerwony;25998;Macrame Rope 5 mm.;21.868;28.4;10;0;
1163;https://localhost:8080/350/macrame-rope-5-mm-775-lodowiec.jpg;Macrame Rope 5 mm.  775 lodowiec;25996;Macrame Rope 5 mm.;21.868;28.4;10;0;
1164;https://localhost:8080/352/macrame-rope-5-mm-781-bordo.jpg;Macrame Rope 5 mm.  781 bordo;26010;Macrame Rope 5 mm.;21.868;28.4;10;0;
1165;https://localhost:8080/354/macrame-rope-5-mm-784-granat.jpg;Macrame Rope 5 mm.  784 granat;25997;Macrame Rope 5 mm.;21.868;28.4;10;0;
1166;https://localhost:8080/356/macrame-rope-5-mm-786-niebieski.jpg;Macrame Rope 5 mm.  786 niebieski;25999;Macrame Rope 5 mm.;21.868;28.4;10;0;
1167;https://localhost:8080/358/macrame-rope-5-mm-787-oliwka.jpg;Macrame Rope 5 mm.  787 oliwka;29456;Macrame Rope 5 mm.;21.868;28.4;10;0;
1168;https://localhost:8080/360/macrame-rope-5-mm-792-wrzos.jpg;Macrame Rope 5 mm.  792 wrzos;26004;Macrame Rope 5 mm.;21.868;28.4;10;0;
1169;https://localhost:8080/362/macrame-rope-5-mm-801-avocado-neon.jpg;Macrame Rope 5 mm.  801 avocado neon;25992;Macrame Rope 5 mm.;21.868;28.4;10;0;
1170;https://localhost:8080/364/macrame-rope-5-mm-802-zielony-neon.jpg;Macrame Rope 5 mm.  802 zielony neon;25993;Macrame Rope 5 mm.;21.868;28.4;10;0;
1171;https://localhost:8080/366/macrame-cotton--2-mm-756.jpg;Macrame Cotton  2 mm 756;25679;Macrame Cotton 2mm.;13.244;17.2;10;0;
1172;https://localhost:8080/368/macrame-cotton--2mm--754.jpg;Macrame Cotton  2mm  754;25687;Macrame Cotton 2mm.;13.244;17.2;10;0;
1173;https://localhost:8080/370/macrame-cotton--2mm-750.jpg;Macrame Cotton  2mm 750;25674;Macrame Cotton 2mm.;13.244;17.2;10;0;
1174;https://localhost:8080/372/macrame-cotton--2mm-751.jpg;Macrame Cotton  2mm 751;25438;Macrame Cotton 2mm.;13.244;17.2;10;0;
1175;https://localhost:8080/374/macrame-cotton--2mm-752.jpg;Macrame Cotton  2mm 752;25678;Macrame Cotton 2mm.;13.244;17.2;10;0;
1176;https://localhost:8080/376/macrame-cotton--2mm-762.jpg;Macrame Cotton  2mm 762;25675;Macrame Cotton 2mm.;13.244;17.2;10;0;
1177;https://localhost:8080/378/macrame-cotton--2mm-763.jpg;Macrame Cotton  2mm 763;25683;Macrame Cotton 2mm.;13.244;17.2;10;0;
1178;https://localhost:8080/380/macrame-cotton--2mm-769.jpg;Macrame Cotton  2mm 769;25436;Macrame Cotton 2mm.;13.244;17.2;10;0;
1179;https://localhost:8080/382/macrame-cotton--2mm-770.jpg;Macrame Cotton  2mm 770;25692;Macrame Cotton 2mm.;13.244;17.2;10;0;
1180;https://localhost:8080/384/macrame-cotton--2mm-771.jpg;Macrame Cotton  2mm 771;25688;Macrame Cotton 2mm.;13.244;17.2;10;0;
1181;https://localhost:8080/386/macrame-cotton--2mm-772.jpg;Macrame Cotton  2mm 772;25690;Macrame Cotton 2mm.;13.244;17.2;10;0;
1182;https://localhost:8080/388/macrame-cotton--2mm-774.jpg;Macrame Cotton  2mm 774;25686;Macrame Cotton 2mm.;13.244;17.2;10;0;
1183;https://localhost:8080/390/macrame-cotton--2mm-781.jpg;Macrame Cotton  2mm 781;25691;Macrame Cotton 2mm.;13.244;17.2;10;0;
1184;https://localhost:8080/392/macrame-cotton--2mm-783.jpg;Macrame Cotton  2mm 783;25437;Macrame Cotton 2mm.;13.244;17.2;10;0;
1185;https://localhost:8080/394/macrame-cotton--2mm-786.jpg;Macrame Cotton  2mm 786;25685;Macrame Cotton 2mm.;13.244;17.2;10;0;
1186;https://localhost:8080/396/macrame-cotton--2mm-787.jpg;Macrame Cotton  2mm 787;25682;Macrame Cotton 2mm.;13.244;17.2;10;0;
1187;https://localhost:8080/398/macrame-cotton-2mm753.jpg;Macrame Cotton  2mm.753;25673;Macrame Cotton 2mm.;13.244;17.2;10;0;
1188;https://localhost:8080/400/macrame-cotton-2mm--755.jpg;Macrame Cotton 2mm  755;25439;Macrame Cotton 2mm.;13.244;17.2;10;0;
1189;https://localhost:8080/402/macrame-cotton-2mm-758.jpg;Macrame Cotton 2mm 758;25440;Macrame Cotton 2mm.;13.244;17.2;10;0;
1190;https://localhost:8080/404/macrame-cotton-2mm-759.jpg;Macrame Cotton 2mm 759;25689;Macrame Cotton 2mm.;13.244;17.2;10;0;
1191;https://localhost:8080/406/macrame-cotton-2mm-760.jpg;Macrame Cotton 2mm 760;33184;Macrame Cotton 2mm.;13.244;17.2;10;0;
1192;https://localhost:8080/408/macrame-cord-3-mm-786.jpg;Macrame Cord 3 mm 786;25140;Macrame Cord 3 mm;13.244;17.2;10;0;
1193;https://localhost:8080/410/macrame-cord-3-mm-750.jpg;Macrame Cord 3 mm.    750;24144;Macrame Cord 3 mm;13.244;17.2;10;0;
1194;https://localhost:8080/412/macrame-cord-3-mm-752.jpg;Macrame Cord 3 mm.    752;25348;Macrame Cord 3 mm;13.244;17.2;10;0;
1195;https://localhost:8080/414/macrame-cord-3-mm-753.jpg;Macrame Cord 3 mm.    753;24146;Macrame Cord 3 mm;13.244;17.2;10;0;
1196;https://localhost:8080/416/macrame-cord-3-mm-758.jpg;Macrame Cord 3 mm.    758;24143;Macrame Cord 3 mm;13.244;17.2;10;0;
1197;https://localhost:8080/418/macrame-cord-3-mm-763.jpg;Macrame Cord 3 mm.    763;24034;Macrame Cord 3 mm;13.244;17.2;10;0;
1198;https://localhost:8080/420/macrame-cord-3-mm-768.jpg;Macrame Cord 3 mm.    768;25350;Macrame Cord 3 mm;13.244;17.2;10;0;
1199;https://localhost:8080/422/macrame-cord-3-mm-769.jpg;Macrame Cord 3 mm.    769;25142;Macrame Cord 3 mm;13.244;17.2;10;0;
1200;https://localhost:8080/424/macrame-cord-3-mm-771.jpg;Macrame Cord 3 mm.    771;25347;Macrame Cord 3 mm;13.244;17.2;10;0;
1201;https://localhost:8080/426/macrame-cord-3-mm-773.jpg;Macrame Cord 3 mm.    773;25141;Macrame Cord 3 mm;13.244;17.2;10;0;
1202;https://localhost:8080/428/macrame-cord-3-mm-784.jpg;Macrame Cord 3 mm.    784;24029;Macrame Cord 3 mm;13.244;17.2;10;0;
1203;https://localhost:8080/430/macrame-cord-3-mm-785.jpg;Macrame Cord 3 mm.    785;25352;Macrame Cord 3 mm;13.244;17.2;10;0;
1204;https://localhost:8080/432/macrame-cord-3-mm-789.jpg;Macrame Cord 3 mm.    789;24758;Macrame Cord 3 mm;13.244;17.2;10;0;
1205;https://localhost:8080/434/macrame-cord-3-mm-756.jpg;Macrame Cord 3 mm.   756;24142;Macrame Cord 3 mm;13.244;17.2;10;0;
1206;https://localhost:8080/436/macrame-cord-3-mm-759.jpg;Macrame Cord 3 mm.   759;24768;Macrame Cord 3 mm;13.244;17.2;10;0;
1207;https://localhost:8080/438/macrame-cord-3-mm-764.jpg;Macrame Cord 3 mm.   764;24760;Macrame Cord 3 mm;13.244;17.2;10;0;
